id,stage,stage_name,label,intent_description,example_question
181,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,오늘 저녁 메뉴 추천해줘
182,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,날씨 알려줘
183,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,재밌는 농담 해줘
184,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,게임 추천해줘
185,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,여행 계획 짜줘
186,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,영화 추천해줘
187,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,수학 문제 풀어줘
188,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,노래 가사 써줘
189,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,연애 상담해줘
190,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,핸드폰 추천해줘
191,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",우울증 약을 먹어도 될까요
192,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",투자 종목 추천해줘
193,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",계약서가 법적으로 문제 없는지 봐줘
194,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",대출을 받아도 괜찮을까요
195,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",퇴사하면 실업급여를 받을 수 있나요
196,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",회사에서 부당해고를 당한 것 같은데 어떻게 해요
197,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",주식으로 돈 벌 수 있는 방법 알려줘
198,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",병원에 가야 할 정도인지 판단해줘
199,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",세금 신고를 어떻게 해야 하나요
200,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",소송을 걸어도 되는지 알려줘
201,5,범위 외 질문,UNKNOWN,의도가 불명확하거나 정보가 부족한 질문,어떻게 해야 할까요
202,5,범위 외 질문,UNKNOWN,의도가 불명확하거나 정보가 부족한 질문,잘 모르겠어요
203,5,범위 외 질문,UNKNOWN,의도가 불명확하거나 정보가 부족한 질문,도와주세요
204,5,범위 외 질문,UNKNOWN,의도가 불명확하거나 정보가 부족한 질문,추천해주세요
205,5,범위 외 질문,UNKNOWN,의도가 불명확하거나 정보가 부족한 질문,뭐가 좋을까요
206,5,범위 외 질문,UNKNOWN,의도가 불명확하거나 정보가 부족한 질문,이거 괜찮나요
207,5,범위 외 질문,UNKNOWN,의도가 불명확하거나 정보가 부족한 질문,제가 맞는 걸까요
208,5,범위 외 질문,UNKNOWN,의도가 불명확하거나 정보가 부족한 질문,다음엔 뭘 해야 하죠
209,5,범위 외 질문,UNKNOWN,의도가 불명확하거나 정보가 부족한 질문,제가 준비가 된 건지 모르겠어요
210,5,범위 외 질문,UNKNOWN,의도가 불명확하거나 정보가 부족한 질문,상담 받고 싶어요
211,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,오늘 비 오나요
212,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,내일 날씨 어떨까요
213,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,지금 기온이 몇 도예요
214,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,점심 뭐 먹을지 골라줘
215,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,근처 맛집 알려줘
216,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,김치찌개 레시피 알려줘
217,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,다이어트 식단 짜줘
218,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,요즘 볼만한 드라마 있어
219,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,넷플릭스에서 뭐 볼까
220,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,롤 티어 올리는 법 알려줘
221,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,요즘 유행하는 노래 추천해줘
222,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,웃긴 이야기 하나 해봐
223,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,심심한데 놀아줘
224,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,제주도 여행 코스 짜줘
225,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,주말에 어디 놀러 갈까
226,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,이번 방학에 갈 만한 해외여행지 추천해줘
227,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,미분 문제 풀이 과정 알려줘
228,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,이 영어 문장 번역해줘
229,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,과제 리포트 대신 써줘
230,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,파이썬 코드 짜줘
231,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,이 코드에 오류가 있는데 고쳐줘
232,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,알고리즘 문제 정답 알려줘
233,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,여자친구랑 싸웠는데 어떻게 해야 해
234,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,친구 생일 선물 뭐가 좋을까
235,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,소개팅에서 무슨 얘기 하면 좋아
236,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,노트북 어떤 거 살까
237,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,가성비 좋은 이어폰 추천해줘
238,5,범위 외 질문,OFF_TOPIC,진로 상담과 무관한 일반 잡담 또는 요청,자취방 인테리어 팁 알려줘
239,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",요즘 잠을 못 자는데 무슨 약을 먹어야 하나요
240,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",머리가 계속 아픈데 무슨 병일까요
241,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",건강검진 결과를 해석해줘
242,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",불안해서 정신과에 가봐야 할까요
243,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",비트코인 지금 사도 될까요
244,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",어떤 펀드에 가입하는 게 좋을까요
245,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",전세 계약할 때 주의할 점을 법적으로 알려줘
246,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",학자금 대출 상환을 미뤄도 되나요
247,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",연말정산 환급을 더 받는 방법 알려줘
248,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",근로계약서에 이 조항이 위법인지 판단해줘
249,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",사장님이 임금을 안 주는데 신고하면 되나요
250,5,범위 외 질문,MEDICAL_LEGAL_FINANCIAL,"의료, 법률, 금융 등 전문 자문이 필요한 질문",교통사고 합의금은 얼마가 적당한가요
251,0,대화 표현,GREETING,인사·감사·작별 등 상담 내용이 없는 대화 표현,안녕
252,0,대화 표현,GREETING,인사·감사·작별 등 상담 내용이 없는 대화 표현,안녕하세요
253,0,대화 표현,GREETING,인사·감사·작별 등 상담 내용이 없는 대화 표현,반가워요
254,0,대화 표현,GREETING,인사·감사·작별 등 상담 내용이 없는 대화 표현,하이
255,0,대화 표현,GREETING,인사·감사·작별 등 상담 내용이 없는 대화 표현,처음 써보는데 어떻게 쓰면 되나요
256,0,대화 표현,GREETING,인사·감사·작별 등 상담 내용이 없는 대화 표현,뭘 물어보면 되나요
257,0,대화 표현,GREETING,인사·감사·작별 등 상담 내용이 없는 대화 표현,어떤 걸 도와줄 수 있어요
258,0,대화 표현,GREETING,인사·감사·작별 등 상담 내용이 없는 대화 표현,고마워요
259,0,대화 표현,GREETING,인사·감사·작별 등 상담 내용이 없는 대화 표현,감사합니다 도움이 됐어요
260,0,대화 표현,GREETING,인사·감사·작별 등 상담 내용이 없는 대화 표현,알겠습니다
261,0,대화 표현,GREETING,인사·감사·작별 등 상담 내용이 없는 대화 표현,잘 쓸게요 안녕히 계세요
262,0,대화 표현,GREETING,인사·감사·작별 등 상담 내용이 없는 대화 표현,이만 종료할게요
